# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
1	textures\mario2.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\backGround.png	255	128	192
40	textures\scence1.png	255	128	192
50	textures\Item&MicsBlock.png	166	185	255
60	textures\map.png	156	252	240
70	textures\enemies-2.png	0	128	128
80	textures\enemy3.png	255	255	255
90	textures\ITEM.png	166	185	255
100	textures\enemies-2.png	0	128	128
110	textures\enemies-3.png	0	130	130
120	textures\GoalRoulette.png	0	183	239
130	textures\HUBAndFont.png	81	255	191
140	textures\black.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#NOTHING
410	10050	100 
#idle left
411	10052	100
#idle right
412	10051	100
#walk right 
413	10053	100	10054	100
#walk left 
414	10055	100	10056	100
#jump left 
415	10058	100
#jump right 
416	10057	100
#brake left 
417	10059	100
#brake right 
418	10060	100
#fly_left
419	10061	100	10062	100
#fly right 
420	10063	100	10064	100
#runleft
421	10068	100	10069	100
#run right 
422	10071	100	10072	100
#is jumping left 
423	10073	100	10074	100
#jum right 
424	10075	100	10076	100
#spin left
425	10049	50	10077	80	10050	50	10078	80
#spin right
426	10049	50	10078	80	10050	50	10077	80

#				FIRE MARIO 
#static
427	10079	100
#idle left
428	10080	100
#idle right 
429	10081	100
#walk left
430	10082	100	10083	100
#walk right 
431	10084	100	10085	100
#run left 
432	10086	100	10087	100	10088	100
#run right 
433	10089	100	10090	100	10091	100
#brake left 
434	10092	100
#brake right 
435	10093	100
#jump left 
436	10094	100
#jump right 
437	10095	100
#fire 
#fire left
444	10096	100
#fire right 
445	10097	100
# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	40001	100	40001	100	40002	100	40003	100	40004	100
603	40005	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100


# ==== CHIMNEY ====
801	80002	100
802	80003	100
803	80004	100
804	80005	100
#black 
806	80006	102
807	80007	103
808	80008	104
809	80009	105

810	80010	106
811	80011	107
812	80012	108
813	80013	109


#===new brick 
901	90001	50
902	90002	50
903	90003	50
904	90004	50


# ==== BIGTREE=========
1001	100001	100
1002	100002	100
1003	100003	100
1004	100004	100
1005	100005	100
1006	100006	100
1007	100007	100

#==coin
1101	110001	150	110002	250	110003	100	110004	300	110005	250	110006	100
#==redBrick
1201	120001	100
1202	120002	100
1203	120003	100
1204	120004	100
1205	120005	100
1206	120006	100
1207	120007	100
1208	120008	100
1209	120009	100

#==blueBrick
1301	130001	100
1302	130002	100
1303	130003	100
1304	130004	100
1305	130005	100
1306	130006	100
1307	130007	100
1308	130008	100
1309	130009	100

#shadow
1401	140001	100
1402	140002	100
1403	140003	100
1404	140004	100
1405	140005	100
#greenBrick
1501	150001	100
1502	150002	100
1503	150003	100
1504	150004	100
1505	150005	100
1506	150006	100
1507	150007	100
1508	150008	100
1509	150009	100
#whiteBrick
1601	160001	100
1602	160002	100
1603	160003	100
1604	160004	100
1605	160005	100
1606	160006	100
1607	160007	100
1608	160008	100
1609	160009	100
#brick coin
1701	170001	100
#blueBrick
1702	170002	100
#smallTree
1801	180001	100
#bigCloud
1901	190001	100
1902	190002	100
1903	190003	100
1904	190004	100
1905	190005	100
1906	190006	100

#smallCloud
2001	200001	100
#blue "P"
2101	210001	100
#level mushroom 
2102	210002	100
#blueMusroom
2201	220001	100

#GREEN KOOPAS
#walk left
2301	230001	100	230002	100
#walk right
2302	230003	100	230004	100
#die
2303	230005	100
#renew 
2304	230006	100
#running shell
2305	230007	100	230008	100	230009	100
#hold 
2306	230010	100

#==== GREEN FLOWER === 
#left
2401	240001	100	240002	100
#right
2402	240003	100	240004	100

#+++FIRE for mario +++#
#fire 
2501	250001	50	250002	50	250003	50	250004	50

#-------END SCENCE------------
2601	260001	100
#hinh rang cua
2602	260002	100
#star portal 
2604	260004	100
#-------SKY OBJECT BACKROUND
#mushroom
2701	270001	100
#tree
2702	270002	100
#star 
2703	270003	100
#===================HUB 
#frame 
2801	280001	100
#M letter 
2802	280002	100
#white P
2803	280003	100
#black P
2804	280004	100
#white arrow
2805	280005	100
#balck arrow 
2806	280006	100
#framecard
2807	280007	100
2808	280008	100
2809	280009	100
28010	280010	100
#point
28011	280011	100
28012	280012	100
28013	280013	100
28014	280014	100
28015	280015	100
28016	280016	100
28017	280017	100
28018	280018	100
28019	280019	100
#NUMBER
28020	280020	100
28021	280021	100
28022	280022	100
28023	280023	100
28024	280024	100
28025	280025	100
28026	280026	100
28027	280027	100
28028	280028	100
28029	280029	100
#TEXT
28030	280030	100
28031	280031	100
28032	280032	100
28033	280033	100
28034	280034	100
28035	280035	100
28036	280036	100
28037	280037	100
28038	280038	100
28039	280039	100
28040	280040	100
28041	280041	100
28042	280042	100
28043	280043	100
28044	280044	100
28045	280045	100
28046	280046	100
28047	280047	100
28048	280048	100
28049	280049	100
28050	280050	100
28051	280051	100
28052	280052	100
28053	280053	100
28054	280054	100
28055	280055	100
28056	280056	100

#=====SHOOTING RED TREE
#LEFT
2901	290001	100	290002	100
#RIGHT 
2902	290003	100	290004	100
#backround
9999	999999	100
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#NOTHING 
09099	0909
# MARIO
1	400	401	402	403	500	501	502	503	599	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	504	505	506	507	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445
#1	400	401	402	403	500	501	502	503	504	505	506	507	599
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602	603
# GOOMBA
3	701	702	0909
#CHIMNEY
8001	801
8002	802
8003	803
8004	804

8005	805
8006	806
8007	807
8008	808
8009	809
8010	810
8011	811
8012	812

#black 

# new Brick
9001	901
9002	902
9003	903
9004	904

#BIGTREE
10001	1001
10002	1002
10003	1003
10004	1004
10005	1005
10006	1006
10007	1007
#coin
11001	1101	0909
#redBrick
12001	1201
12002	1202
12003	1203
12004	1204
12005	1205
12006	1206
12007	1207
12008	1208
12009	1209
#blueBrick
13001	1301
13002	1302
13003	1303
13004	1304
13005	1305
13006	1306
13007	1307
13008	1308
13009	1309


#shadow
14001	1401
14002	1402
14003	1403
14004	1404
14005	1405

# greenBrick
15001	1501
15002	1502
15003	1503
15004	1504
15005	1505
15006	1506
15007	1507
15008	1508
15009	1509
#whiteBrick
16001	1601
16002	1602
16003	1603
16004	1604
16005	1605
16006	1606
16007	1607
16008	1608
16009	1609

#brickCoin
17001	1701
#blueBrick
17002	1702
#smallTree
18001	1801
#bigCloud
19001	1901
19002	1902
19003	1903
19004	1904	
19005	1905
19006	1906

#smallCloud
20001	2001

#blue "P"
21001	2101	0909
#mushroom level 
21002	2102	0909
#blueMusroom
22001	2201	0909
#greenKOOPA 
23001	2301	2302	2303	2304	2305	2306

#==== GREEN FLOWER === 
24001	2401	2402
#+++FIRE for mario +++#
#fire 
25001	2501

#-------END SCENCE------------
26001	2601
#hinh rang cua
26002	2602

#star portal 
26004	2604
#-------SKY OBJECT BACKROUND
#mushroom
27001	2701
#tree
27002	2702
#star 
27003	2703
#HUB 
28001	2801	2802	2803	2804	2805	2806	2807	2808	2809	28010	28011	28012	28013	28014	28015	28016	28017	28018	28019	28020	28021	28022	28023	28024	28025	28026	28027	28028	28029	28030	28031	28032	28033	28034	28035	28036	28037	28038	28039	28040	28041	28042	28043	28044	28045	28046	28047	28048	28049	28050	28051	28052	28053	28054	28055	28056

#=====SHOOTING RED TREE
29001	2901	2902
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba



#=============SHOOTING RED TREE 
12	376	203	29001


#=========SKY SCREEN BACKROUND
#star 
4	175	-42	27003
4	303	-42	27003
4	303	-90	27003
4	559	-123	27003
4	687	-123	27003
4	879	-155	27003
4	1006	-108	27003
4	1072	-155	27003
4	1135	-139	27003
4	1583	-171	27003
4	1967	-90	27003
4	2415	-59	27003

#mushroom
4	335	-111	27001
4	720	-175	27001
4	1104	-174	27001
4	1168	-95	27001
4	1232	-110	27001
4	1359	-63	27001
4	1423	-159	27001
4	2190	-47	27001
4	2385	-78	27001
4	2450	-176	27001

# tree 
4	288	-143	27002
4	352	-159	27002
4	448	-175	27002
4	447	-126	27002
4	383	-47	27002
4	576	-95	27002
4	607	-159	27002
4	671	-96	27002
4	800	-110	27002
4	1216	-126	27002
4	1280	-46	27002
4	1344	-174	27002
4	1760	-125	27002
4	1790	-145	27002
4	1953	-160	27002
4	2016	-175	27002
4	2144	-127	27002
4	2207	-127	27002
4	2336	-111	27002

#end scence 
#rang cua
4	2496	-182	26002
4	2496	-21	26002
4	2496	90	26002

4	2576	-182	26002
4	2576	-21	26002
4	2576	90	26002

4	2656	-182	26002
4	2656	-21	26002
4	2656	90	26002

4	2736	-182	26002
4	2736	-21	26002
4	2736	90	26002

4	2744	-182	26002
4	2744	-21	26002
4	2744	90	26002

4	2582	83	26001

# BRICK 
# --- platform (hint: I created the list using Excel!) ----

#brick
1	0	250	9001
1	16	250	9002
1	32	250	9001
1	48	250	9002
1	64	250	9001
1	80	250	9002
1	96	250	9001
1	112	250	9002
1	128	250	9001
1	144	250	9002
1	160	250	9001
1	176	250	9002
1	192	250	9001
1	208	250	9002
1	224	250	9001
1	240	250	9002
1	256	250	9001
1	272	250	9002
1	288	250	9001
1	304	250	9002
1	320	250	9001
1	336	250	9002
1	352	250	9001
1	368	250	9002
1	384	250	9001
1	400	250	9002
1	400	250	9001
1	416	250	9002
1	432	250	9001
1	448	250	9001
1	464	250	9001
1	480	250	9002
1	496	250	9001
1	512	250	9002
1	528	250	9001
1	544	250	9002
1	560	250	9001
1	576	250	9002
1	592	250	9001
1	608	250	9002
1	624	250	9001
4	0	266	9003
4	16	266	9004
4	32	266	9003
4	48	266	9004
4	64	266	9003
4	80	266	9004
4	96	266	9003
4	112	266	9004
4	128	266	9003
4	144	266	9004
4	160	266	9003
4	176	266	9004
4	192	266	9003
4	208	266	9004
4	224	266	9003
4	240	266	9004
4	256	266	9003
4	272	266	9004
4	288	266	9003
4	304	266	9004
4	320	266	9003
4	336	266	9004
4	352	266	9003
4	368	266	9004
4	384	266	9003
4	400	266	9004
4	416	266	9003
4	432	266	9004
4	448	266	9003
4	464	266	9004
4	480	266	9003
4	496	266	9004
4	512	266	9003
4	528	266	9004
4	544	266	9003
4	560	266	9004
4	576	266	9003
4	592	266	9004
4	608	266	9003
4	624	266	9004
4	640	266	9003


#higherBricks
1	640	234	9001
1	656	234	9002
1	672	234	9001
1	688	234	9002
1	704	234	9001
1	720	234	9002
1	736	234	9001
1	752	234	9002
1	768	234	9001
1	784	234	9002
1	800	234	9001
1	816	234	9002
1	832	234	9001
1	848	234	9002
1	864	234	9001
1	880	234	9002
1	896	234	9001
1	912	234	9002
1	928	234	9001
1	944	234	9002
1	960	234	9001
1	976	234	9002
1	992	234	9001
1	1008	234	9002
1	1024	234	9001
1	1040	234	9002
1	1056	234	9001
1	1072	234	9002
1	1088	234	9001
1	1104	234	9002


4	640	250	9003
4	656	250	9004
4	672	250	9003
4	688	250	9004
4	704	250	9003
4	720	250	9004
4	736	250	9003
4	752	250	9004
4	768	250	9003
4	784	250	9004
4	800	250	9003
4	816	250	9004
4	832	250	9003
4	848	250	9004
4	864	250	9003
4	880	250	9004
4	896	250	9003
4	912	250	9004
4	928	250	9003
4	944	250	9004
4	960	250	9003
4	976	250	9004
4	992	250	9003
4	1008	250	9004
4	1024	250	9003
4	1040	250	9004
4	1056	250	9003
4	1072	250	9004
4	1088	250	9003
4	1104	250	9004

4	640	266	9003
4	656	266	9004
4	672	266	9003
4	688	266	9004
4	704	266	9004
4	720	266	9003
4	736	266	9004
4	752	266	9003
4	768	266	9004
4	784	266	9003
4	768	266	9004
4	784	266	9003
4	800	266	9004
4	816	266	9003
4	832	266	9004
4	848	266	9003
4	864	266	9004
4	880	266	9003
4	896	266	9004
4	912	266	9003
4	928	266	9004
4	944	266	9003
4	960	266	9004
4	976	266	9003
4	992	266	9004
4	1008	266	9003
4	1024	266	9004
4	1040	266	9003
4	1056	266	9004
4	1072	266	9003
4	1088	266	9004
4	1104	266	9003


# blockBrick3
1	1168	250	9001
1	1184	250	9002
1	1200	250	9001
1	1216	250	9002
1	1232	250	9001
1	1248	250	9002
1	1264	250	9001
1	1280	250	9002
1	1296	250	9001
1	1312	250	9002
1	1328	250	9001
1	1344	250	9002
1	1360	250	9001
1	1376	250	9002
1	1392	250	9001
1	1408	250	9002
1	1424	250	9001
1	1440	250	9002
1	1456	250	9001
1	1472	250	9002
1	1488	250	9001
1	1504	250	9002
1	1168	266	9003
1	1184	266	9004
1	1200	266	9003
1	1216	266	9004
1	1232	266	9003
1	1248	266	9004
1	1264	266	9003
1	1280	266	9004
1	1296	266	9003
1	1312	266	9004
1	1328	266	9003
1	1344	266	9004
1	1360	266	9003
1	1376	266	9004
1	1392	266	9003
1	1408	266	9004
1	1424	266	9003
1	1440	266	9004
1	1456	266	9003
1	1472	266	9004
1	1488	266	9003
1	1504	266	9004


#blockBrick4
1	1552	250	9001
1	1568	250	9002
1	1584	250	9001
1	1600	250	9002
1	1616	250	9001
1	1552	266	9003
1	1568	266	9004
1	1584	266	9003
1	1600	266	9004
1	1616	266	9003


#blockBrick5
1	1680	250	9001
1	1696	250	9002
1	1712	250	9001
1	1728	250	9002
1	1744	250	9001
1	1760	250	9002
1	1776	250	9001
1	1792	250	9002
1	1808	250	9001
1	1824	250	9002
1	1840	250	9001
1	1856	250	9002
1	1872	250	9001
1	1888	250	9002
1	1904	250	9001
1	1920	250	9002
1	1936	250	9001
1	1952	250	9002
1	1968	250	9001
1	1984	250	9002
1	2000	250	9001
1	2016	250	9002
1	2032	250	9001
1	2048	250	9002
1	2064	250	9001
1	2080	250	9002
1	2096	250	9001
1	2112	250	9002
1	2128	250	9001
1	2144	250	9002
1	2160	250	9001
1	2176	250	9002
1	2192	250	9001
1	2208	250	9002
1	2224	250	9001
1	2230	250	9002
1	1680	266	9003
1	1696	266	9004
1	1712	266	9003
1	1728	266	9004
1	1744	266	9003
1	1760	266	9004
1	1776	266	9003
1	1792	266	9004
1	1808	266	9003
1	1824	266	9004
1	1840	266	9003
1	1856	266	9004
1	1872	266	9003
1	1888	266	9004
1	1904	266	9003
1	1920	266	9004
1	1936	266	9003
1	1952	266	9004
1	1968	266	9003
1	1984	266	9004
1	2000	266	9003
1	2016	266	9004
1	2032	266	9003
1	2048	266	9004
1	2064	266	9003
1	2080	266	9004
1	2096	266	9003
1	2112	266	9004
1	2128	266	9003
1	2144	266	9004
1	2160	266	9003
1	2176	266	9004
1	2192	266	9003
1	2208	266	9004
1	2224	266	9003
1	2230	266	9004


#blockBrick6
1	2272	250	9001
1	2288	250	9002
1	2304	250	9001
1	2320	250	9002
1	2336	250	9001
1	2352	250	9002
1	2368	250	9001
1	2384	250	9002
1	2400	250	9001
1	2416	250	9002
1	2432	250	9001
1	2448	250	9002
1	2464	250	9001
1	2480	250	9002
1	2496	250	9001
1	2512	250	9002
1	2528	250	9001
1	2544	250	9002
1	2560	250	9001
1	2576	250	9002
1	2592	250	9001
1	2608	250	9002
1	2624	250	9001
1	2640	250	9002
1	2656	250	9001
1	2672	250	9002
1	2688	250	9001
1	2704	250	9002
1	2720	250	9001
1	2736	250	9002
1	2752	250	9001
1	2768	250	9002
1	2784	250	9001
1	2800	250	9002
1	2816	250	9001
1	2272	266	9003
1	2288	266	9004
1	2304	266	9003
1	2320	266	9004
1	2336	266	9003
1	2352	266	9004
1	2368	266	9003
1	2384	266	9004
1	2400	266	9003
1	2416	266	9004
1	2432	266	9003
1	2448	266	9004
1	2464	266	9003
1	2480	266	9004
1	2496	266	9003
1	2512	266	9004


1	2528	266	9003
1	2544	266	9004
1	2560	266	9003
1	2576	266	9004
1	2592	266	9003
1	2608	266	9004
1	2624	266	9003
1	2640	266	9004
1	2656	266	9003
1	2672	266	9004
1	2688	266	9003
1	2704	266	9004
1	2720	266	9003
1	2736	266	9004
1	2752	266	9003
1	2768	266	9004
1	2784	266	9003
1	2800	266	9004
1	2816	266	9003


#Bigtree1
4	32	187	10001
4	47	187	10002
4	16	203	10001
4	31	203	10005
4	46	203	10004
4	61	203	10001
4	76	203	10002
4	91	203	10001
4	106	203	10002
4	15	219	10003
4	31	219	10006
4	46	219	10005
4	61	219	10007
4	76	219	10004
4	91	219	10003
4	106	219	10006
4	121	219	10002
4	15	235	10003
4	31	235	10007
4	46	235	10007
4	61	235	10007
4	76	235	10006
4	91	235	10005
4	106	235	10007
4	121	235	10004

#bigCloudtype2
4	136	107	19001
#coin1
6	192	170	11001	1
6	208	170	11001	2
#mics Brick1
7	192	170	22	1
