# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
1	textures\mario2.png	255	255	255
30	textures\backGround.png	255	128	192
90	textures\ITEM.png	166	185	255
120	textures\GoalRoulette.png	0	183	239
130	textures\HUBAndFont.png	81	255	191
140	textures\black.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#NOTHING
#NUMBER
28020	280020	100
28021	280021	100
28022	280022	100
28023	280023	100
28024	280024	100
28025	280025	100
28026	280026	100
28027	280027	100
28028	280028	100
28029	280029	100
#TEXT
28030	280030	100
28031	280031	100
28032	280032	100
28033	280033	100
28034	280034	100
28035	280035	100
28036	280036	100
28037	280037	100
28038	280038	100
28039	280039	100
28040	280040	100
28041	280041	100
28042	280042	100
28043	280043	100
28044	280044	100
28045	280045	100
28046	280046	100
28047	280047	100
28048	280048	100
28049	280049	100
28050	280050	100
28051	280051	100
28052	280052	100
28053	280053	100
28054	280054	100
28055	280055	100
28056	280056	100

#BLUE NARUTOMAKI
2901	290001	100
2902	290002	100
2903	290003	100

#GREEN GRASS BRICK 
3001	300001	100
3002	300002	100
3003	300003	100
3004	300004	100
3005	300005	100
3006	300006	100

#LONG MOVABLE BRICK 
3101	310001	100
3102	310002	100
3103	310003	100
3104	310004	100

#BIG LONG BRICK 
3201	320001	100
3202	320002	100
3203	320003	100
3204	320004	100
3205	320005	100
3206	320006	100

[ANIMATION_SETS]
#NOTHING 
09099	0909
# MARIO
1	400	401	402	403	500	501	502	503	599	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	504	505	506	507	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445

#CHIMNEY
8001	801
8002	802
8003	803
8004	804

# new Brick
9001	901
9002	902
9003	903
9004	904

#BIGTREE
10001	1001
10002	1002
10003	1003
10004	1004
10005	1005
10006	1006
10007	1007
#coin
11001	1101	0909

#brickCoin
17001	1701	603	0909	1101
#smallTree
18001	1801
#blue "P"
21001	2101	0909
#mushroom level 
21002	2102	2103	2201	0909
#blueMusroom
22001	2201	0909
#+++FIRE for mario +++#
#fire 
25001	2501
#-------END SCENCE------------
26001	2601
#hinh rang cua
26002	2602

#star portal 
26004	2604
#HUB 
28001	2801	2802	2803	2804	2805	2806	2807	2808	2809	28010	28011	28012	28013	28014	28015	28016	28017	28018	28019	28020	28021	28022	28023	28024	28025	28026	28027	28028	28029	28030	28031	28032	28033	28034	28035	28036	28037	28038	28039	28040	28041	28042	28043	28044	28045	28046	28047	28048	28049	28050	28051	28052	28053	28054	28055	28056

#BLUE NARUTOMAKI
#big
29001	2901
29002	2902
#small 
29003	2903

#GREEN GRASS BRICK 
30001	3001
30002	3002
30003	3003
30004	3004
30005	3005
30006	3006

#LONG MOVABLE BRICK 
31001	3101
31002	3102
31003	3103
31004	3104

#BIG LONG BRICK 
32001	3201
32002	3202
32003	3203
32004	3204
32005	3205
32006	3206

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba
#===end scene 
4	2240	0	26002
4	2240	78	26002
4	2300	0	26002
4	2300	78	26002
4	2360	0	26002
4	2360	78	26002
4	2420	0	26002
4	2420	78	26002
4	2480	0	26002
4	2480	78	26002
4	2300	75	26001
#NARUTOMAKI 
4	16	116	29001
4	32	116	29002
4	160	84	29001
4	176	84	29002
4	224	228	29001
4	240	228	29002
4	96	132	29003
4	272	116	29003
4	416	132	29001
4	432	132	29002
4	544	100	29001
4	560	100	29002
4	384	212	29003
4	496	196	29003
4	672	164	29003
4	704	100	29001
4	720	100	29002
4	896	132	29001
4	912	132	29002
4	800	228	29001
4	816	228	29002
4	800	148	29003
4	928	212	29003
4	1056	84	29001
4	1072	84	29002
4	1152	164	29001
4	1168	164	29002
4	1168	228	29003
4	1264	84	29003
4	1328	212	29001
4	1344	212	29002
4	1456	116	29001
4	1472	116	29002
4	1568	116	29001
4	1584	116	29002
4	1376	148	29003
4	1440	212	29003
4	1632	180	29001
4	1648	180	29002
4	1856	180	29001
4	1872	180	29002
4	1664	132	29003
4	1728	228	29003
4	1776	100	29003
4	1920	100	29001
4	1936	100	29002
4	2000	132	29003
1	0	180	30001
1	16	180	30002
1	32	180	30002
1	48	180	30002
1	64	180	30002
1	80	180	30002
1	96	180	30002
1	112	180	30002
1	128	180	30002
1	144	180	30003

1	0	196	30004
1	16	196	30005
1	32	196	30005
1	48	196	30005
1	64	196	30005
1	80	196	30005
1	96	196	30005
1	112	196	30005
1	128	196	30005
1	144	196	30006
1	0	212	30004
1	16	212	30005
1	32	212	30005
1	48	212	30005
1	64	212	30005
1	80	212	30005
1	96	212	30005
1	112	212	30005
1	128	212	30005
1	144	212	30006
1	0	228	30004
1	16	228	30005
1	32	228	30005
1	48	228	30005
1	64	228	30005
1	80	228	30005
1	96	228	30005
1	112	228	30005
1	128	228	30005
1	144	228	30006
1	0	244	30004
1	16	244	30005
1	32	244	30005
1	48	244	30005
1	64	244	30005
1	80	244	30005
1	96	244	30005
1	112	244	30005
1	128	244	30005
1	144	244	30006


# small tree 
4	0	180	30001
4	64	164	18001
4	80	164	18001
4	96	164	18001
4	112	164	18001
4	128	164	18001


#coin brick 
14	208	180	17001
14	224	180	17001
14	240	180	17001
14	256	180	17001

14	384	164	17001
14	400	164	17001
14	416	164	17001
14	432	164	17001
14	448	164	17001

#1	608	116	17001
#1	624	116	17001
#micsbrick and 1Up mushroom 
8	640	116	21002	10
7	640	116	17001	10

14	656	116	17001

14	640	196	17001
14	656	196	17001

14	752	148	17001

14	752	180	17001

14	752	196	17001
14	768	196	17001
14	784	196	17001
14	800	196	17001

14	864	164	17001
14	864	180	17001
14	864	196	17001
14	864	212	17001
14	880	212	17001
14	896	212	17001
14	944	164	17001
14	944	180	17001
14	960	180	17001
14	960	228	17001
14	976	228	17001
14	992	228	17001
14	1008	228	17001
# =====mics brick coin
6	1008	180	11001	1	1
6	1008	180	11001	1	2
6	1008	180	11001	1	3
6	1008	180	11001	1	4
6	1008	180	11001	1	5
6	1008	180	11001	1	6
6	1008	180	11001	1	7
6	1008	180	11001	1	8
6	1008	180	11001	1	9
6	1008	180	11001	1	10

7	1008	180	17001	1	10
#=========
14	1024	180	17001
14	1040	180	17001
14	1056	180	17001
14	1072	180	17001
14	1168	212	17001
14	1184	212	17001
14	1200	212	17001
14	1216	212	17001
14	1184	132	17001
14	1200	132	17001
14	1216	132	17001
14	1232	132	17001

#1	1232	116	17001
8	1232	116	21002	11
7	1232	116	17001	11

14	1264	196	17001
14	1280	196	17001
14	1392	132	17001
14	1408	132	17001
14	1424	132	17001
14	1536	116	17001

6	1536	116	11001	2	1
6	1536	116	11001	2	2
6	1536	116	11001	2	3
6	1536	116	11001	2	4
6	1536	116	11001	2	5
6	1536	116	11001	2	6
6	1536	116	11001	2	7
6	1536	116	11001	2	8
6	1536	116	11001	2	9
6	1536	116	11001	2	10
7	1536	116	17001	2	10


14	1536	196	17001
14	1536	212	17001
14	1536	228	17001
14	1552	228	17001
14	1568	228	17001
14	1584	228	17001
14	1712	116	17001
14	1712	132	17001
14	1712	148	17001
14	1776	196	17001
14	1792	196	17001
14	1808	196	17001
14	1536	132	17001


#=====================movable brick 
15	368	148	31001	1	0	0	352
15	384	148	31002	1	1	0	352
15	400	148	31003	1	2	0	352

15	635	180	31001	2	0	0	635
15	651	180	31002	2	1	0	635
15	667	180	31003	2	2	0	635

15	667	132	31001	3	0	0	667
15	683	132	31002	3	1	0	667
15	699	132	31003	3	2	0	667

15	699	228	31001	4	0	0	699
15	715	228	31002	4	1	0	699
15	731	228	31003	4	2	0	699

15	857	164	31001	5	0	0	857
15	873	164	31002	5	1	0	857
15	889	164	31003	5	2	0	857



15	1163	212	31001	6	0	0	1163
15	1179	212	31002	6	1	0	1163
15	1195	212	31003	6	2	0	1163
15	1275	148	31001	7	0	0	1275
15	1291	148	31002	7	1	0	1275
15	1307	148	31003	7	2	0	1275
15	1451	180	31001	8	0	0	1451
15	1467	180	31002	8	1	0	1451
15	1483	180	31003	8	2	0	1451
15	1483	164	31001	9	0	0	1483
15	1499	164	31002	9	1	0	1483
15	1515	164	31003	9	2	0	1483

15	1577	132	31001	10	0	0	1577
15	1593	132	31002	10	1	0	1577
15	1609	132	31003	10	2	0	1577
15	1826	164	31001	11	0	0	1826
15	1842	164	31002	11	1	0	1826
15	1858	164	31003	11	2	0	1826
15	1794	212	31001	12	0	0	1794
15	1810	212	31002	12	1	0	1794
15	1826	212	31003	12	2	0	1794
15	1842	244	31001	13	0	0	1842
15	1858	244	31002	13	1	0	1842
15	1874	244	31003	13	2	0	1842




#CHIMNEY
1	1936	164	8001
1	1952	164	8002
1	1936	180	8003
1	1952	180	8004
1	1936	196	8003
1	1952	196	8004
1	1936	212	8003
1	1952	212	8004
1	2192	212	8001
1	2208	212	8002
1	2192	228	8003
1	2208	228	8004



#GREEN GRASS BRICK
1	1968	196	30001
1	1984	196	30002
1	2000	196	30003
1	1968	212	30004
1	1984	212	30005
1	2000	212	30006

#BRICK
1	2032	68	31004
1	2032	84	31004
1	2032	100	31004
1	2032	116	31004
1	2032	132	31004
1	2032	148	31004
1	2032	164	31004
1	2032	180	31004
1	2032	196	31004
1	2032	212	31004

#LAST TREE 
4	2080	228	18001
4	2096	228	18001
4	2128	196	10001
4	2144	196	10002
4	2128	212	10003
4	2144	212	10006
4	2160	212	10002
4	2112	228	10001
4	2128	228	10005
4	2144	228	10007
4	2160	228	10004


#LAST 2 BLOCK BRICK 
1	1920	228	32001
1	1936	228	32002
1	1952	228	32002
1	1968	228	32002
1	1984	228	32002
1	2000	228	32002
1	2016	228	32002
1	2032	228	32003
1	1920	244	32004
1	1936	244	32005
1	1952	244	32005
1	1968	244	32005
1	1984	244	32005
1	2000	244	32005
1	2016	244	32005
1	2032	244	32006


1	2064	244	9001
1	2080	244	9001
1	2096	244	9001
1	2112	244	9001
1	2128	244	9001
1	2144	244	9001
1	2160	244	9001
1	2176	244	9001
1	2192	244	9001
1	2208	244	9001
1	2224	244	9001
1	2240	244	9001
1	2256	244	9001
1	2272	244	9001
1	2288	244	9001
1	2304	244	9001
1	2320	244	9001
1	2336	244	9001
1	2352	244	9001
1	2368	244	9001
1	2384	244	9001
1	2400	244	9001
1	2416	244	9001
1	2432	244	9001
1	2448	244	9001
1	2464	244	9001
1	2480	244	9001
1	2496	244	9001
1	2512	244	9001
1	2528	244	9001
1	2544	244	9001
1	2560	244	9001


#========================COIN
6	336	132	11001
6	352	132	11001
6	368	132	11001
6	416	100	11001
6	432	100	11001
6	448	100	11001
6	768	132	11001
6	784	132	11001
6	800	132	11001
6	848	100	11001
6	864	100	11001
6	880	100	11001
6	1328	116	11001
6	1344	116	11001
6	1360	116	11001
6	1504	100	11001
6	1504	116	11001
6	1504	132	11001
6	1504	148	11001
6	1504	164	11001
6	1504	180	11001
6	1504	196	11001
6	1504	212	11001
6	1888	132	11001
6	1904	132	11001
6	1920	132	11001


#portal chimney 
49	1936	148	11001



# MARIO
#0	50.0	0	1
0	2300	0	1
#HUB 
11	15	260	28001
